# This table contains site-level occupancy values (IPOD-HR robust z-scores) for all IPOD-HR detectable,,,,,
#   TFBSs annotated in RegulonDB (downloaded May 2018),,,,,
# Column definitions:,,,,,
#   condition: The physiological condition under study,,,,,
#   startloc/endloc: 1-indexed start and end location of the site (open right interval),,,,,
#   occupancy: The robust z-score of peak occupancy in the site under the specified condition,,,,,
#   regulator: TF annotated to bind the site,,,,,
#   target: Regulatory target of binding, if known,,,,
condition,startloc,endloc,occupancy,regulator,target
purr,331672,331695,4.296874,PdeL,pdeL
stat,331672,331695,2.310195,PdeL,pdeL
argr,331672,331695,1.476054,PdeL,pdeL
rdmglu,331672,331695,5.06641,PdeL,pdeL
min,331871,331888,3.665538,Cra,pdeL
lexa,331871,331888,5.358769,Cra,pdeL
purr,331871,331888,4.974161,Cra,pdeL
stat,331871,331888,5.468024,Cra,pdeL
argr,331871,331888,4.885058,Cra,pdeL
rdmglu,331871,331888,4.544191,Cra,pdeL
min,332017,332034,1.485115,Cra,pdeL
lexa,332017,332034,1.082304,Cra,pdeL
purr,332017,332034,3.808152,Cra,pdeL
stat,332017,332034,5.623153,Cra,pdeL
argr,332017,332034,4.312053,Cra,pdeL
rdmglu,332017,332034,3.421728,Cra,pdeL
min,348486,348504,1.429392,PhoB,prpR
lexa,348486,348504,3.103393,PhoB,prpR
purr,348486,348504,2.36358,PhoB,prpR
stat,348486,348504,1.737709,PhoB,prpR
argr,348486,348504,2.114815,PhoB,prpR
rdmglu,348486,348504,2.69476,PhoB,prpR
min,348487,348510,1.801191,PrpR,prpBCDE
lexa,348487,348510,3.103393,PrpR,prpBCDE
purr,348487,348510,2.36358,PrpR,prpBCDE
stat,348487,348510,1.860554,PrpR,prpBCDE
argr,348487,348510,2.114815,PrpR,prpBCDE
rdmglu,348487,348510,2.731509,PrpR,prpBCDE
min,348487,348510,1.801191,PrpR,prpR
lexa,348487,348510,3.103393,PrpR,prpR
purr,348487,348510,2.36358,PrpR,prpR
stat,348487,348510,1.860554,PrpR,prpR
argr,348487,348510,2.114815,PrpR,prpR
rdmglu,348487,348510,2.731509,PrpR,prpR
min,348487,348492,1.175677,AscG,prpR
lexa,348487,348492,3.103393,AscG,prpR
purr,348487,348492,2.046163,AscG,prpR
stat,348487,348492,1.351314,AscG,prpR
argr,348487,348492,2.114815,AscG,prpR
rdmglu,348487,348492,2.510021,AscG,prpR
min,348498,348503,1.429392,AscG,prpR
lexa,348498,348503,1.708406,AscG,prpR
purr,348498,348503,2.300304,AscG,prpR
stat,348498,348503,1.737709,AscG,prpR
argr,348498,348503,1.277122,AscG,prpR
rdmglu,348498,348503,2.69476,AscG,prpR
min,348505,348510,1.801191,AscG,prpR
lexa,348505,348510,1.287679,AscG,prpR
purr,348505,348510,2.274843,AscG,prpR
stat,348505,348510,1.860554,AscG,prpR
argr,348505,348510,1.414556,AscG,prpR
rdmglu,348505,348510,2.731509,AscG,prpR
min,348515,348520,1.853374,AscG,prpR
lexa,348515,348520,1.237299,AscG,prpR
purr,348515,348520,2.263207,AscG,prpR
stat,348515,348520,1.504989,AscG,prpR
argr,348515,348520,1.693141,AscG,prpR
rdmglu,348515,348520,2.675654,AscG,prpR
min,348521,348544,2.722965,PrpR,prpBCDE
lexa,348521,348544,2.711174,PrpR,prpBCDE
purr,348521,348544,3.215758,PrpR,prpBCDE
stat,348521,348544,2.447291,PrpR,prpBCDE
argr,348521,348544,3.7555,PrpR,prpBCDE
rdmglu,348521,348544,4.006225,PrpR,prpBCDE
min,348521,348544,2.722965,PrpR,prpR
lexa,348521,348544,2.711174,PrpR,prpR
purr,348521,348544,3.215758,PrpR,prpR
stat,348521,348544,2.447291,PrpR,prpR
argr,348521,348544,3.7555,PrpR,prpR
rdmglu,348521,348544,4.006225,PrpR,prpR
min,348527,348532,2.502915,AscG,prpR
lexa,348527,348532,0.996147,AscG,prpR
purr,348527,348532,2.487704,AscG,prpR
stat,348527,348532,1.379171,AscG,prpR
argr,348527,348532,3.036843,AscG,prpR
rdmglu,348527,348532,3.293531,AscG,prpR
min,348529,348550,2.722965,CRP,prpR
lexa,348529,348550,2.758699,CRP,prpR
purr,348529,348550,4.047947,CRP,prpR
stat,348529,348550,2.61589,CRP,prpR
argr,348529,348550,3.7555,CRP,prpR
rdmglu,348529,348550,4.22029,CRP,prpR
min,348529,348550,2.722965,CRP,prpBCDE
lexa,348529,348550,2.758699,CRP,prpBCDE
purr,348529,348550,4.047947,CRP,prpBCDE
stat,348529,348550,2.61589,CRP,prpBCDE
argr,348529,348550,3.7555,CRP,prpBCDE
rdmglu,348529,348550,4.22029,CRP,prpBCDE
min,348536,348553,3.409517,Cra,prpBCDE
lexa,348536,348553,3.151448,Cra,prpBCDE
purr,348536,348553,4.366369,Cra,prpBCDE
stat,348536,348553,2.820185,Cra,prpBCDE
argr,348536,348553,3.927384,Cra,prpBCDE
rdmglu,348536,348553,4.399062,Cra,prpBCDE
min,354819,354833,1.732288,Nac,codBA
lexa,354819,354833,2.953925,Nac,codBA
purr,354819,354833,2.834696,Nac,codBA
stat,354819,354833,1.437291,Nac,codBA
argr,354819,354833,0.698146,Nac,codBA
rdmglu,354819,354833,3.404215,Nac,codBA
min,354840,354855,-0.280364,PurR,codBA
lexa,354840,354855,0.771944,PurR,codBA
purr,354840,354855,2.135085,PurR,codBA
stat,354840,354855,-1.057599,PurR,codBA
argr,354840,354855,0.318674,PurR,codBA
rdmglu,354840,354855,1.722635,PurR,codBA
min,358700,358708,5.354861,CynR,cynTS
lexa,358700,358708,6.458503,CynR,cynTS
purr,358700,358708,2.344384,CynR,cynTS
stat,358700,358708,3.545581,CynR,cynTS
argr,358700,358708,5.549656,CynR,cynTS
rdmglu,358700,358708,4.192623,CynR,cynTS
min,358700,358708,5.354861,CynR,cynR
lexa,358700,358708,6.458503,CynR,cynR
purr,358700,358708,2.344384,CynR,cynR
stat,358700,358708,3.545581,CynR,cynR
argr,358700,358708,5.549656,CynR,cynR
rdmglu,358700,358708,4.192623,CynR,cynR
min,358700,358708,5.354861,CynR,cynTSX
lexa,358700,358708,6.458503,CynR,cynTSX
purr,358700,358708,2.344384,CynR,cynTSX
stat,358700,358708,3.545581,CynR,cynTSX
argr,358700,358708,5.549656,CynR,cynTSX
rdmglu,358700,358708,4.192623,CynR,cynTSX
min,358738,358746,6.270046,CynR,cynTS
lexa,358738,358746,5.90688,CynR,cynTS
purr,358738,358746,2.030017,CynR,cynTS
stat,358738,358746,3.451551,CynR,cynTS
argr,358738,358746,5.152961,CynR,cynTS
rdmglu,358738,358746,4.417549,CynR,cynTS
min,358738,358746,6.270046,CynR,cynTSX
lexa,358738,358746,5.90688,CynR,cynTSX
purr,358738,358746,2.030017,CynR,cynTSX
stat,358738,358746,3.451551,CynR,cynTSX
argr,358738,358746,5.152961,CynR,cynTSX
rdmglu,358738,358746,4.417549,CynR,cynTSX
min,358738,358746,6.270046,CynR,cynR
lexa,358738,358746,5.90688,CynR,cynR
purr,358738,358746,2.030017,CynR,cynR
stat,358738,358746,3.451551,CynR,cynR
argr,358738,358746,5.152961,CynR,cynR
rdmglu,358738,358746,4.417549,CynR,cynR
min,366322,366343,0.597052,CRP,lacZYA
lexa,366322,366343,2.81741,CRP,lacZYA
purr,366322,366343,0.427664,CRP,lacZYA
stat,366322,366343,-0.648786,CRP,lacZYA
argr,366322,366343,2.331264,CRP,lacZYA
rdmglu,366322,366343,0.234562,CRP,lacZYA
min,366322,366343,0.597052,CRP,lacZYA
lexa,366322,366343,2.81741,CRP,lacZYA
purr,366322,366343,0.427664,CRP,lacZYA
stat,366322,366343,-0.648786,CRP,lacZYA
argr,366322,366343,2.331264,CRP,lacZYA
rdmglu,366322,366343,0.234562,CRP,lacZYA
min,366322,366343,0.597052,CRP,lacZYA
lexa,366322,366343,2.81741,CRP,lacZYA
purr,366322,366343,0.427664,CRP,lacZYA
stat,366322,366343,-0.648786,CRP,lacZYA
argr,366322,366343,2.331264,CRP,lacZYA
rdmglu,366322,366343,0.234562,CRP,lacZYA
min,366323,366343,0.597052,LacI,lacZYA
lexa,366323,366343,2.81741,LacI,lacZYA
purr,366323,366343,0.427664,LacI,lacZYA
stat,366323,366343,-0.648786,LacI,lacZYA
argr,366323,366343,2.331264,LacI,lacZYA
rdmglu,366323,366343,0.234562,LacI,lacZYA
min,366331,366345,0.597052,H-NS,lacZYA
lexa,366331,366345,2.81741,H-NS,lacZYA
purr,366331,366345,0.427664,H-NS,lacZYA
stat,366331,366345,-0.648786,H-NS,lacZYA
argr,366331,366345,2.331264,H-NS,lacZYA
rdmglu,366331,366345,0.234562,H-NS,lacZYA
min,366341,366355,0.239274,H-NS,lacZYA
lexa,366341,366355,1.392285,H-NS,lacZYA
purr,366341,366355,0.427664,H-NS,lacZYA
stat,366341,366355,-0.719561,H-NS,lacZYA
argr,366341,366355,2.546997,H-NS,lacZYA
rdmglu,366341,366355,0.268953,H-NS,lacZYA
min,368413,368434,0.928647,CRP,mhpABCDFE
lexa,368413,368434,2.224535,CRP,mhpABCDFE
purr,368413,368434,2.692576,CRP,mhpABCDFE
stat,368413,368434,4.310634,CRP,mhpABCDFE
argr,368413,368434,2.360784,CRP,mhpABCDFE
rdmglu,368413,368434,2.723088,CRP,mhpABCDFE
min,368454,368468,1.035448,MhpR,mhpABCDFE
lexa,368454,368468,0.587477,MhpR,mhpABCDFE
purr,368454,368468,1.807305,MhpR,mhpABCDFE
stat,368454,368468,4.100007,MhpR,mhpABCDFE
argr,368454,368468,1.220023,MhpR,mhpABCDFE
rdmglu,368454,368468,1.669643,MhpR,mhpABCDFE
min,374897,374907,1.978314,NsrR,mhpT
lexa,374897,374907,1.436486,NsrR,mhpT
purr,374897,374907,0.348364,NsrR,mhpT
stat,374897,374907,-0.145025,NsrR,mhpT
argr,374897,374907,2.750463,NsrR,mhpT
rdmglu,374897,374907,1.021013,NsrR,mhpT
min,384982,385023,1.437482,CysB,tauABCD
lexa,384982,385023,6.601586,CysB,tauABCD
purr,384982,385023,3.74194,CysB,tauABCD
stat,384982,385023,4.714033,CysB,tauABCD
argr,384982,385023,0.757786,CysB,tauABCD
rdmglu,384982,385023,4.770702,CysB,tauABCD
min,385091,385132,2.888826,CysB,tauABCD
lexa,385091,385132,4.323175,CysB,tauABCD
purr,385091,385132,4.130914,CysB,tauABCD
stat,385091,385132,3.453971,CysB,tauABCD
argr,385091,385132,1.523011,CysB,tauABCD
rdmglu,385091,385132,4.137881,CysB,tauABCD
min,385094,385133,2.888826,Cbl,tauABCD
lexa,385094,385133,4.323175,Cbl,tauABCD
purr,385094,385133,4.130914,Cbl,tauABCD
stat,385094,385133,3.453971,Cbl,tauABCD
argr,385094,385133,1.523011,Cbl,tauABCD
rdmglu,385094,385133,4.137881,Cbl,tauABCD
min,385146,385187,4.026742,CysB,tauABCD
lexa,385146,385187,5.271933,CysB,tauABCD
purr,385146,385187,5.29436,CysB,tauABCD
stat,385146,385187,4.120613,CysB,tauABCD
argr,385146,385187,3.508992,CysB,tauABCD
rdmglu,385146,385187,4.346638,CysB,tauABCD
min,401667,401685,1.040355,PhoB,phoA-psiF
lexa,401667,401685,0.545,PhoB,phoA-psiF
purr,401667,401685,2.166951,PhoB,phoA-psiF
stat,401667,401685,1.196784,PhoB,phoA-psiF
argr,401667,401685,2.316769,PhoB,phoA-psiF
rdmglu,401667,401685,1.533422,PhoB,phoA-psiF
min,403615,403628,2.262126,CsgD,dgcC
lexa,403615,403628,1.151107,CsgD,dgcC
purr,403615,403628,0.018606,CsgD,dgcC
stat,403615,403628,-0.615644,CsgD,dgcC
argr,403615,403628,0.129026,CsgD,dgcC
rdmglu,403615,403628,0.051436,CsgD,dgcC
min,403635,403645,2.278533,CsgD,dgcC
lexa,403635,403645,0.624589,CsgD,dgcC
purr,403635,403645,-0.059257,CsgD,dgcC
stat,403635,403645,-0.65223,CsgD,dgcC
argr,403635,403645,-0.600977,CsgD,dgcC
rdmglu,403635,403645,-0.262641,CsgD,dgcC
min,406226,406243,0.58767,TyrR,aroL-yaiA-aroM
lexa,406226,406243,2.836587,TyrR,aroL-yaiA-aroM
purr,406226,406243,2.449195,TyrR,aroL-yaiA-aroM
stat,406226,406243,-1.437618,TyrR,aroL-yaiA-aroM
argr,406226,406243,0.467609,TyrR,aroL-yaiA-aroM
rdmglu,406226,406243,1.894265,TyrR,aroL-yaiA-aroM
min,406319,406336,1.916565,TrpR,aroL-yaiA-aroM
lexa,406319,406336,-0.554478,TrpR,aroL-yaiA-aroM
purr,406319,406336,2.118889,TrpR,aroL-yaiA-aroM
stat,406319,406336,-2.474967,TrpR,aroL-yaiA-aroM
argr,406319,406336,3.542857,TrpR,aroL-yaiA-aroM
rdmglu,406319,406336,1.800525,TrpR,aroL-yaiA-aroM
min,406327,406344,1.916565,TrpR,aroL-yaiA-aroM
lexa,406327,406344,-0.64525,TrpR,aroL-yaiA-aroM
purr,406327,406344,1.872213,TrpR,aroL-yaiA-aroM
stat,406327,406344,-2.474967,TrpR,aroL-yaiA-aroM
argr,406327,406344,3.075633,TrpR,aroL-yaiA-aroM
rdmglu,406327,406344,1.683273,TrpR,aroL-yaiA-aroM
min,412585,412601,2.06748,AraC,araJ
lexa,412585,412601,3.779578,AraC,araJ
purr,412585,412601,2.4977,AraC,araJ
stat,412585,412601,4.202846,AraC,araJ
argr,412585,412601,4.409975,AraC,araJ
rdmglu,412585,412601,3.197494,AraC,araJ
min,412609,412630,2.282379,CRP,araJ
lexa,412609,412630,3.213861,CRP,araJ
purr,412609,412630,1.864829,CRP,araJ
stat,412609,412630,4.258432,CRP,araJ
argr,412609,412630,4.580806,CRP,araJ
rdmglu,412609,412630,3.105619,CRP,araJ
min,417061,417079,1.405051,PhoB,sbcDC
lexa,417061,417079,2.883606,PhoB,sbcDC
purr,417061,417079,1.391751,PhoB,sbcDC
stat,417061,417079,3.700765,PhoB,sbcDC
argr,417061,417079,0.580824,PhoB,sbcDC
rdmglu,417061,417079,1.327445,PhoB,sbcDC
min,417061,417079,1.405051,PhoB,phoBR
lexa,417061,417079,2.883606,PhoB,phoBR
purr,417061,417079,1.391751,PhoB,phoBR
stat,417061,417079,3.700765,PhoB,phoBR
argr,417061,417079,0.580824,PhoB,phoBR
rdmglu,417061,417079,1.327445,PhoB,phoBR
min,432110,432135,-0.701054,CytR,tsx
lexa,432110,432135,-1.292797,CytR,tsx
purr,432110,432135,0.169897,CytR,tsx
stat,432110,432135,3.10846,CytR,tsx
argr,432110,432135,-1.796796,CytR,tsx
rdmglu,432110,432135,-0.953752,CytR,tsx
min,432121,432142,-0.134099,CRP,tsx
lexa,432121,432142,-1.085646,CRP,tsx
purr,432121,432142,0.169897,CRP,tsx
stat,432121,432142,3.10846,CRP,tsx
argr,432121,432142,-0.940597,CRP,tsx
rdmglu,432121,432142,-0.500468,CRP,tsx
min,432245,432260,3.005323,DeoR,tsx
lexa,432245,432260,1.362411,DeoR,tsx
purr,432245,432260,1.285109,DeoR,tsx
stat,432245,432260,2.74243,DeoR,tsx
argr,432245,432260,2.322318,DeoR,tsx
rdmglu,432245,432260,2.559304,DeoR,tsx
min,451680,451701,0.490162,CRP,cyoABCDE
lexa,451680,451701,0.783196,CRP,cyoABCDE
purr,451680,451701,2.168613,CRP,cyoABCDE
stat,451680,451701,4.126966,CRP,cyoABCDE
argr,451680,451701,2.524635,CRP,cyoABCDE
rdmglu,451680,451701,1.205941,CRP,cyoABCDE
min,451822,451838,10.112768,PdhR,cyoABCDE
lexa,451822,451838,13.481921,PdhR,cyoABCDE
purr,451822,451838,13.823854,PdhR,cyoABCDE
stat,451822,451838,11.067082,PdhR,cyoABCDE
argr,451822,451838,13.780585,PdhR,cyoABCDE
rdmglu,451822,451838,15.183481,PdhR,cyoABCDE
min,451834,451855,10.112768,CRP,cyoABCDE
lexa,451834,451855,13.481921,CRP,cyoABCDE
purr,451834,451855,13.823854,CRP,cyoABCDE
stat,451834,451855,10.71072,CRP,cyoABCDE
argr,451834,451855,13.533529,CRP,cyoABCDE
rdmglu,451834,451855,14.842434,CRP,cyoABCDE
min,451839,451852,8.072968,FNR,cyoABCDE
lexa,451839,451852,12.761802,FNR,cyoABCDE
purr,451839,451852,13.300195,FNR,cyoABCDE
stat,451839,451852,10.445379,FNR,cyoABCDE
argr,451839,451852,12.006846,FNR,cyoABCDE
rdmglu,451839,451852,14.068952,FNR,cyoABCDE
min,451846,451860,7.710987,ArcA,cyoABCDE
lexa,451846,451860,11.899387,ArcA,cyoABCDE
purr,451846,451860,12.976993,ArcA,cyoABCDE
stat,451846,451860,10.141048,ArcA,cyoABCDE
argr,451846,451860,10.78352,ArcA,cyoABCDE
rdmglu,451846,451860,12.881136,ArcA,cyoABCDE
min,451857,451875,6.718405,Fur,cyoABCDE
lexa,451857,451875,11.054244,Fur,cyoABCDE
purr,451857,451875,11.851296,Fur,cyoABCDE
stat,451857,451875,8.836733,Fur,cyoABCDE
argr,451857,451875,8.469254,Fur,cyoABCDE
rdmglu,451857,451875,11.586738,Fur,cyoABCDE
min,451913,451930,4.320486,Cra,cyoABCDE
lexa,451913,451930,5.08239,Cra,cyoABCDE
purr,451913,451930,5.007669,Cra,cyoABCDE
stat,451913,451930,3.451796,Cra,cyoABCDE
argr,451913,451930,2.648891,Cra,cyoABCDE
rdmglu,451913,451930,6.153265,Cra,cyoABCDE
min,464353,464369,4.841352,FadR,fadM
lexa,464353,464369,4.597137,FadR,fadM
purr,464353,464369,2.169358,FadR,fadM
stat,464353,464369,4.911998,FadR,fadM
argr,464353,464369,5.109452,FadR,fadM
rdmglu,464353,464369,3.882028,FadR,fadM
min,468277,468296,2.823829,MarA,decR
lexa,468277,468296,-1.46017,MarA,decR
purr,468277,468296,-0.600205,MarA,decR
stat,468277,468296,-1.686039,MarA,decR
argr,468277,468296,-1.381859,MarA,decR
rdmglu,468277,468296,-1.529086,MarA,decR
min,481179,481198,3.628019,BasR,tomB-hha
lexa,481179,481198,3.796242,BasR,tomB-hha
purr,481179,481198,1.152583,BasR,tomB-hha
stat,481179,481198,-0.073972,BasR,tomB-hha
argr,481179,481198,3.350061,BasR,tomB-hha
rdmglu,481179,481198,0.940985,BasR,tomB-hha
min,485659,485675,0.451211,PhoP,acrAB
lexa,485659,485675,1.393101,PhoP,acrAB
purr,485659,485675,1.733404,PhoP,acrAB
stat,485659,485675,4.419681,PhoP,acrAB
argr,485659,485675,0.888425,PhoP,acrAB
rdmglu,485659,485675,1.132216,PhoP,acrAB
min,485704,485724,2.252598,MprA,acrAB
lexa,485704,485724,2.951595,MprA,acrAB
purr,485704,485724,1.982889,MprA,acrAB
stat,485704,485724,7.090983,MprA,acrAB
argr,485704,485724,4.060412,MprA,acrAB
rdmglu,485704,485724,2.258332,MprA,acrAB
min,485709,485732,2.668334,EnvR,acrAB
lexa,485709,485732,3.673125,EnvR,acrAB
purr,485709,485732,1.982889,EnvR,acrAB
stat,485709,485732,6.906719,EnvR,acrAB
argr,485709,485732,4.060412,EnvR,acrAB
rdmglu,485709,485732,2.258332,EnvR,acrAB
min,485709,485732,2.668334,AcrR,acrR
lexa,485709,485732,3.673125,AcrR,acrR
purr,485709,485732,1.982889,AcrR,acrR
stat,485709,485732,6.906719,AcrR,acrR
argr,485709,485732,4.060412,AcrR,acrR
rdmglu,485709,485732,2.258332,AcrR,acrR
min,485709,485732,2.668334,AcrR,acrAB
lexa,485709,485732,3.673125,AcrR,acrAB
purr,485709,485732,1.982889,AcrR,acrAB
stat,485709,485732,6.906719,AcrR,acrAB
argr,485709,485732,4.060412,AcrR,acrAB
rdmglu,485709,485732,2.258332,AcrR,acrAB
min,485761,485780,2.068386,SoxS,acrAB
lexa,485761,485780,1.694014,SoxS,acrAB
purr,485761,485780,0.86704,SoxS,acrAB
stat,485761,485780,1.962027,SoxS,acrAB
argr,485761,485780,1.251639,SoxS,acrAB
rdmglu,485761,485780,0.917019,SoxS,acrAB
min,485761,485780,2.068386,MarA,acrAB
lexa,485761,485780,1.694014,MarA,acrAB
purr,485761,485780,0.86704,MarA,acrAB
stat,485761,485780,1.962027,MarA,acrAB
argr,485761,485780,1.251639,MarA,acrAB
rdmglu,485761,485780,0.917019,MarA,acrAB
min,497990,498006,1.116846,OxyR,hemH
lexa,497990,498006,0.178709,OxyR,hemH
purr,497990,498006,2.33296,OxyR,hemH
stat,497990,498006,-0.508647,OxyR,hemH
argr,497990,498006,3.614491,OxyR,hemH
rdmglu,497990,498006,1.424544,OxyR,hemH
min,532329,532345,5.58176,AllR,allA
lexa,532329,532345,6.712369,AllR,allA
purr,532329,532345,4.78969,AllR,allA
stat,532329,532345,4.22863,AllR,allA
argr,532329,532345,6.009027,AllR,allA
rdmglu,532329,532345,6.746319,AllR,allA
min,532329,532345,5.58176,AllR,allS
lexa,532329,532345,6.712369,AllR,allS
purr,532329,532345,4.78969,AllR,allS
stat,532329,532345,4.22863,AllR,allS
argr,532329,532345,6.009027,AllR,allS
rdmglu,532329,532345,6.746319,AllR,allS
min,533879,533895,4.653758,AllR,gcl-hyi-glxR-ybbW-allB-ybbY-glxK
lexa,533879,533895,4.247766,AllR,gcl-hyi-glxR-ybbW-allB-ybbY-glxK
purr,533879,533895,4.574561,AllR,gcl-hyi-glxR-ybbW-allB-ybbY-glxK
stat,533879,533895,0.865801,AllR,gcl-hyi-glxR-ybbW-allB-ybbY-glxK
argr,533879,533895,3.926563,AllR,gcl-hyi-glxR-ybbW-allB-ybbY-glxK
rdmglu,533879,533895,3.940202,AllR,gcl-hyi-glxR-ybbW-allB-ybbY-glxK
min,546498,546512,0.673458,AllS,allDCE
lexa,546498,546512,3.183767,AllS,allDCE
purr,546498,546512,3.712842,AllS,allDCE
stat,546498,546512,2.175883,AllS,allDCE
argr,546498,546512,-1.911787,AllS,allDCE
rdmglu,546498,546512,4.497765,AllS,allDCE
min,576891,576912,-1.807291,CRP,nmpC
lexa,576891,576912,2.194843,CRP,nmpC
purr,576891,576912,1.201659,CRP,nmpC
stat,576891,576912,-1.760844,CRP,nmpC
argr,576891,576912,-0.379049,CRP,nmpC
rdmglu,576891,576912,0.990308,CRP,nmpC
min,576906,576925,-1.807291,OmpR,nmpC
lexa,576906,576925,2.18173,OmpR,nmpC
purr,576906,576925,1.187712,OmpR,nmpC
stat,576906,576925,-1.551054,OmpR,nmpC
argr,576906,576925,-0.421751,OmpR,nmpC
rdmglu,576906,576925,1.041588,OmpR,nmpC
min,576933,576954,0.336108,CRP,nmpC
lexa,576933,576954,4.022835,CRP,nmpC
purr,576933,576954,2.299714,CRP,nmpC
stat,576933,576954,-1.206822,CRP,nmpC
argr,576933,576954,0.150822,CRP,nmpC
rdmglu,576933,576954,2.537909,CRP,nmpC
min,577008,577020,2.035186,IHF,nmpC
lexa,577008,577020,4.547133,IHF,nmpC
purr,577008,577020,4.529002,IHF,nmpC
stat,577008,577020,0.686119,IHF,nmpC
argr,577008,577020,-0.215475,IHF,nmpC
rdmglu,577008,577020,2.061044,IHF,nmpC
min,577021,577041,1.931544,MprA,nmpC
lexa,577021,577041,4.194237,MprA,nmpC
purr,577021,577041,4.591706,MprA,nmpC
stat,577021,577041,0.54713,MprA,nmpC
argr,577021,577041,0.062103,MprA,nmpC
rdmglu,577021,577041,1.904959,MprA,nmpC
min,578946,578962,2.396173,PhoP,borD
lexa,578946,578962,1.599487,PhoP,borD
purr,578946,578962,4.192499,PhoP,borD
stat,578946,578962,3.733943,PhoP,borD
argr,578946,578962,2.813928,PhoP,borD
rdmglu,578946,578962,3.596136,PhoP,borD
min,585706,585722,1.296397,PhoP,ompT
lexa,585706,585722,2.676247,PhoP,ompT
purr,585706,585722,0.859469,PhoP,ompT
stat,585706,585722,7.361647,PhoP,ompT
argr,585706,585722,0.029315,PhoP,ompT
rdmglu,585706,585722,1.414499,PhoP,ompT
min,607640,607659,0.207132,LexA,hokE
lexa,607640,607659,0.741312,LexA,hokE
purr,607640,607659,2.282887,LexA,hokE
stat,607640,607659,0.141516,LexA,hokE
argr,607640,607659,2.137882,LexA,hokE
rdmglu,607640,607659,1.221659,LexA,hokE
min,612650,612668,6.253777,Fur,fepA-entD
lexa,612650,612668,5.747928,Fur,fepA-entD
purr,612650,612668,3.400958,Fur,fepA-entD
stat,612650,612668,6.26152,Fur,fepA-entD
argr,612650,612668,3.672118,Fur,fepA-entD
rdmglu,612650,612668,3.994133,Fur,fepA-entD
min,612650,612668,6.253777,Fur,fes-ybdZ-entF-fepE
lexa,612650,612668,5.747928,Fur,fes-ybdZ-entF-fepE
purr,612650,612668,3.400958,Fur,fes-ybdZ-entF-fepE
stat,612650,612668,6.26152,Fur,fes-ybdZ-entF-fepE
argr,612650,612668,3.672118,Fur,fes-ybdZ-entF-fepE
rdmglu,612650,612668,3.994133,Fur,fes-ybdZ-entF-fepE
min,612657,612675,6.820965,Fur,fepA-entD
lexa,612657,612675,7.024985,Fur,fepA-entD
purr,612657,612675,3.598893,Fur,fepA-entD
stat,612657,612675,6.792118,Fur,fepA-entD
argr,612657,612675,4.139619,Fur,fepA-entD
rdmglu,612657,612675,3.994133,Fur,fepA-entD
min,612657,612675,6.820965,Fur,fes-ybdZ-entF-fepE
lexa,612657,612675,7.024985,Fur,fes-ybdZ-entF-fepE
purr,612657,612675,3.598893,Fur,fes-ybdZ-entF-fepE
stat,612657,612675,6.792118,Fur,fes-ybdZ-entF-fepE
argr,612657,612675,4.139619,Fur,fes-ybdZ-entF-fepE
rdmglu,612657,612675,3.994133,Fur,fes-ybdZ-entF-fepE
min,612663,612681,8.268832,Fur,fepA-entD
lexa,612663,612681,11.711583,Fur,fepA-entD
purr,612663,612681,4.099952,Fur,fepA-entD
stat,612663,612681,10.10368,Fur,fepA-entD
argr,612663,612681,4.139619,Fur,fepA-entD
rdmglu,612663,612681,4.426414,Fur,fepA-entD
min,612663,612681,8.268832,Fur,fes-ybdZ-entF-fepE
lexa,612663,612681,11.711583,Fur,fes-ybdZ-entF-fepE
purr,612663,612681,4.099952,Fur,fes-ybdZ-entF-fepE
stat,612663,612681,10.10368,Fur,fes-ybdZ-entF-fepE
argr,612663,612681,4.139619,Fur,fes-ybdZ-entF-fepE
rdmglu,612663,612681,4.426414,Fur,fes-ybdZ-entF-fepE
min,612669,612687,9.056658,Fur,fes-ybdZ-entF-fepE
lexa,612669,612687,12.337958,Fur,fes-ybdZ-entF-fepE
purr,612669,612687,5.61711,Fur,fes-ybdZ-entF-fepE
stat,612669,612687,10.164164,Fur,fes-ybdZ-entF-fepE
argr,612669,612687,6.025949,Fur,fes-ybdZ-entF-fepE
rdmglu,612669,612687,5.494607,Fur,fes-ybdZ-entF-fepE
min,612669,612687,9.056658,Fur,fepA-entD
lexa,612669,612687,12.337958,Fur,fepA-entD
purr,612669,612687,5.61711,Fur,fepA-entD
stat,612669,612687,10.164164,Fur,fepA-entD
argr,612669,612687,6.025949,Fur,fepA-entD
rdmglu,612669,612687,5.494607,Fur,fepA-entD
min,612676,612694,9.056658,Fur,fepA-entD
lexa,612676,612694,12.337958,Fur,fepA-entD
purr,612676,612694,7.109694,Fur,fepA-entD
stat,612676,612694,10.164164,Fur,fepA-entD
argr,612676,612694,7.052083,Fur,fepA-entD
rdmglu,612676,612694,7.085192,Fur,fepA-entD
min,612676,612694,9.056658,Fur,fes-ybdZ-entF-fepE
lexa,612676,612694,12.337958,Fur,fes-ybdZ-entF-fepE
purr,612676,612694,7.109694,Fur,fes-ybdZ-entF-fepE
stat,612676,612694,10.164164,Fur,fes-ybdZ-entF-fepE
argr,612676,612694,7.052083,Fur,fes-ybdZ-entF-fepE
rdmglu,612676,612694,7.085192,Fur,fes-ybdZ-entF-fepE
min,612679,612693,9.056658,H-NS,fes-ybdZ-entF-fepE
